id	subject	year	session	number	tex_path	machine_processing_state	machine_processing_note	processed_level	has_informal_outline	informal_proof_path	has_legacy_main	legacy_main_path	has_legacy_statement	legacy_statement_path	has_pipeline_statement	pipeline_statement_path	canary_main_count	latest_canary_main_path	cleanup_closed	cleanup_remaining	cleanup_state	dojo_handoff_path	dojo_state
t95A02	t	95	A	02	/home/joe/code/storage/apm/t95A02.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T95A02/Apm_v2_t95A02_1775011739446/Main.lean					
t95A03	t	95	A	03	/home/joe/code/storage/apm/t95A03.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T95A03/Apm_v2_t95A03_1775011813898/Main.lean					
t95A04	t	95	A	04	/home/joe/code/storage/apm/t95A04.tex			source_only	false		false		false		false		0						
t95A05	t	95	A	05	/home/joe/code/storage/apm/t95A05.tex			source_only	false		false		false		false		0						
t95J01	t	95	J	01	/home/joe/code/storage/apm/t95J01.tex			source_only	false		false		false		false		0						
t95J02	t	95	J	02	/home/joe/code/storage/apm/t95J02.tex			source_only	false		false		false		false		0						
t95J03	t	95	J	03	/home/joe/code/storage/apm/t95J03.tex			source_only	false		false		false		false		0						
t95J04	t	95	J	04	/home/joe/code/storage/apm/t95J04.tex			source_only	false		false		false		false		0						
t95J05	t	95	J	05	/home/joe/code/storage/apm/t95J05.tex			source_only	false		false		false		false		0						
t95J06	t	95	J	06	/home/joe/code/storage/apm/t95J06.tex			source_only	false		false		false		false		0						
t96A01	t	96	A	01	/home/joe/code/storage/apm/t96A01.tex			source_only	false		false		false		false		0						
t96A02	t	96	A	02	/home/joe/code/storage/apm/t96A02.tex			source_only	false		false		false		false		0						
t96A03	t	96	A	03	/home/joe/code/storage/apm/t96A03.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T96A03/Apm_v2_t96A03_1775012050983/Main.lean					
t96A04	t	96	A	04	/home/joe/code/storage/apm/t96A04.tex			source_only	false		false		false		false		0						
t96A05	t	96	A	05	/home/joe/code/storage/apm/t96A05.tex			source_only	false		false		false		false		0						
t96A06	t	96	A	06	/home/joe/code/storage/apm/t96A06.tex			source_only	false		false		false		false		0						
t96A07	t	96	A	07	/home/joe/code/storage/apm/t96A07.tex			source_only	false		false		false		false		0						
t96A08	t	96	A	08	/home/joe/code/storage/apm/t96A08.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T96A08/Apm_v2_t96A08_1775012559877/Main.lean					
t96J01	t	96	J	01	/home/joe/code/storage/apm/t96J01.tex			source_only	false		false		false		false		0						
t96J02	t	96	J	02	/home/joe/code/storage/apm/t96J02.tex			source_only	false		false		false		false		0						
t96J03	t	96	J	03	/home/joe/code/storage/apm/t96J03.tex			canary_frame_present	false		false		false		false		5	/home/joe/code/apm-lean/ApmCanaries/Frames/T96J03/Apm_v2_t96J03_1775003096930/Main.lean					
t96J04	t	96	J	04	/home/joe/code/storage/apm/t96J04.tex			source_only	false		false		false		false		0						
t96J05	t	96	J	05	/home/joe/code/storage/apm/t96J05.tex			source_only	false		false		false		false		0						
t96J06	t	96	J	06	/home/joe/code/storage/apm/t96J06.tex			source_only	false		false		false		false		0						
t96J07	t	96	J	07	/home/joe/code/storage/apm/t96J07.tex			source_only	false		false		false		false		0						
t96J08	t	96	J	08	/home/joe/code/storage/apm/t96J08.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T96J08/Apm_v2_t96J08_1775012649049/Main.lean					
t97A01	t	97	A	01	/home/joe/code/storage/apm/t97A01.tex			source_only	false		false		false		false		0						
t97A02	t	97	A	02	/home/joe/code/storage/apm/t97A02.tex			source_only	false		false		false		false		0						
t97A03	t	97	A	03	/home/joe/code/storage/apm/t97A03.tex			source_only	false		false		false		false		0						
t97A04	t	97	A	04	/home/joe/code/storage/apm/t97A04.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T97A04/Apm_v2_t97A04_1775012771698/Main.lean					
t97A05	t	97	A	05	/home/joe/code/storage/apm/t97A05.tex			source_only	false		false		false		false		0						
t97A06	t	97	A	06	/home/joe/code/storage/apm/t97A06.tex			source_only	false		false		false		false		0						
t97A07	t	97	A	07	/home/joe/code/storage/apm/t97A07.tex			source_only	false		false		false		false		0						
t97J01	t	97	J	01	/home/joe/code/storage/apm/t97J01.tex			canary_frame_present	false		false		false		false		6	/home/joe/code/apm-lean/ApmCanaries/Frames/T97J01/Apm_v2_t97J01_1775002043870/Main.lean					
t97J02	t	97	J	02	/home/joe/code/storage/apm/t97J02.tex			source_only	false		false		false		false		0						
t97J03	t	97	J	03	/home/joe/code/storage/apm/t97J03.tex			source_only	false		false		false		false		0						
t97J04	t	97	J	04	/home/joe/code/storage/apm/t97J04.tex			source_only	false		false		false		false		0						
t97J05	t	97	J	05	/home/joe/code/storage/apm/t97J05.tex			source_only	false		false		false		false		0						
t97J06	t	97	J	06	/home/joe/code/storage/apm/t97J06.tex			source_only	false		false		false		false		0						
t97J07	t	97	J	07	/home/joe/code/storage/apm/t97J07.tex			source_only	false		false		false		false		0						
t97J08	t	97	J	08	/home/joe/code/storage/apm/t97J08.tex			source_only	false		false		false		false		0						
t98A01	t	98	A	01	/home/joe/code/storage/apm/t98A01.tex			source_only	false		false		false		false		0						
t98A02	t	98	A	02	/home/joe/code/storage/apm/t98A02.tex			source_only	false		false		false		false		0						
t98A03	t	98	A	03	/home/joe/code/storage/apm/t98A03.tex			source_only	false		false		false		false		0						
t98A04	t	98	A	04	/home/joe/code/storage/apm/t98A04.tex			source_only	false		false		false		false		0						
t98A05	t	98	A	05	/home/joe/code/storage/apm/t98A05.tex			source_only	false		false		false		false		0						
t98A06	t	98	A	06	/home/joe/code/storage/apm/t98A06.tex			source_only	false		false		false		false		0						
t98J01	t	98	J	01	/home/joe/code/storage/apm/t98J01.tex			source_only	false		false		false		false		0						
t98J02	t	98	J	02	/home/joe/code/storage/apm/t98J02.tex			source_only	false		false		false		false		0						
t98J03	t	98	J	03	/home/joe/code/storage/apm/t98J03.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T98J03/Apm_v2_t98J03_1775012941316/Main.lean					
t98J04	t	98	J	04	/home/joe/code/storage/apm/t98J04.tex			source_only	false		false		false		false		0						
t98J05	t	98	J	05	/home/joe/code/storage/apm/t98J05.tex			source_only	false		false		false		false		0						
t98J06	t	98	J	06	/home/joe/code/storage/apm/t98J06.tex			source_only	false		false		false		false		0						
t99A01	t	99	A	01	/home/joe/code/storage/apm/t99A01.tex			source_only	false		false		false		false		0						
t99A02	t	99	A	02	/home/joe/code/storage/apm/t99A02.tex			source_only	false		false		false		false		0						
t99A03	t	99	A	03	/home/joe/code/storage/apm/t99A03.tex			source_only	false		false		false		false		0						
t99A04	t	99	A	04	/home/joe/code/storage/apm/t99A04.tex			source_only	false		false		false		false		0						
t99A05	t	99	A	05	/home/joe/code/storage/apm/t99A05.tex			source_only	false		false		false		false		0						
t99A06	t	99	A	06	/home/joe/code/storage/apm/t99A06.tex			source_only	false		false		false		false		0						
t99J01	t	99	J	01	/home/joe/code/storage/apm/t99J01.tex			source_only	false		false		false		false		0						
t99J02	t	99	J	02	/home/joe/code/storage/apm/t99J02.tex			source_only	false		false		false		false		0						
t99J03	t	99	J	03	/home/joe/code/storage/apm/t99J03.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T99J03/Apm_v2_t99J03_1775013445880/Main.lean					
t99J04	t	99	J	04	/home/joe/code/storage/apm/t99J04.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/T99J04/Apm_v2_t99J04_1775013570926/Main.lean					
t99J05	t	99	J	05	/home/joe/code/storage/apm/t99J05.tex			source_only	false		false		false		false		0						
t99J06	t	99	J	06	/home/joe/code/storage/apm/t99J06.tex			source_only	false		false		false		false		0						
tunk01	t	un	k	01	/home/joe/code/storage/apm/tunk01.tex			source_only	false		false		false		false		0						
tunk02	t	un	k	02	/home/joe/code/storage/apm/tunk02.tex			source_only	false		false		false		false		0						
tunk03	t	un	k	03	/home/joe/code/storage/apm/tunk03.tex			source_only	false		false		false		false		0						
