# Evidence manifest 2026-08-01 — raw data kept OUT of git per Joe's rule.
# Back up with scripts/backup_evidence.sh <dest>; verify: sha256sum -c derived from this file.
path	bytes	sha256
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785453304694-411-86a472d7.edn	7063	d3e28a7b37cc2a72a087877e7530ef86da8b5cb38f38e63b5fb84210c7680ddd
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785453341805-412-b4457c5d.edn	6672	ee9fac4a9e7d8aa86518b98dd994d1933765f4852ec8974bb6bd52dbdc3da8d4
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785456131137-414-deba81c2.edn	7079	845b98bb0e1532680bfd5b03fa8f296c3a9445640b647bd91b9bb365641fd210
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785456161357-415-96ae984b.edn	7012	ea802b64bac02ad677b6c1668c7da982d08380eac618f556302fa477e1a8a064
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785457030310-419-0dd760eb.edn	6355	b65f4bbd1c563def4a9140a990293de230c3d689684adb692122a99573626244
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785457061590-420-9110d0ac.edn	7105	7e35dee660f95fe3bae67c4c0f60e8dcdc5789d94b1c0f3c653c4aec5bb8ad0e
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785459775899-422-8b0bdb11.edn	6235	660cbb352320946122c4fb1c6f0ceb18e9a11935b339b950508f21fa4777b4c5
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785459812871-423-96015ad9.edn	7320	2d7eadfe0f895b4dd9edc6e21ed2afcf0e8dc0c9616511c35ce4bbf6c00ca234
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785460187893-426-75c10560.edn	6941	c6a53d7d3e7f27797d89fe163ef1ce9eeceef400a5347e5a8ea9dc1b5e724222
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785460226070-427-f3121940.edn	6756	44e72b130c9bed744695b7241ef4621e9302d35254285afb78505fa44295579f
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785460769842-429-2af10f6f.edn	6921	714cf9ae157bd16576f75b88d1256843b045ea79cc86f2871a2d277be3685630
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785461350312-430-5aef83b6.edn	6529	553709fa675be60c2f2d720e31f23f40288580babd9d68842c5199d5b6e6f697
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785461534541-431-5f427010.edn	6684	b61989455f1601405a34203e89137258b9bce4815da61611eb58af52954dde14
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785461874423-432-37a69345.edn	5946	3fe2339a215f81c62da8445837b8d028c18291508ca73c3566774feaa1d937df
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785462112357-433-c99706dc.edn	5983	e9b5036538e9fa8baa423d1baf3fabd58c123459475d6079066d88de5e1438e7
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785462313418-434-9497082a.edn	7207	4b13b336de4b18181772bd6d7fd09dd8015a48e3b019fdee4564433386ecf8a6
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785462553373-435-1b895195.edn	5983	dacc7d42543f05262942a58fad40e836ffe367c357eb1f0ed032538cd4a7af0c
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785463015054-436-acf510c5.edn	7253	fd350138ea601b65a5ebdf1036fbc53adf948e3b6354f00adbb5ec1b78f72f30
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785463217420-437-12ef7c36.edn	6843	e37cfaa49016ecaf7f7918bf1e02e3deae1ea35eb0bc9adf62d2e89a7fcfc3af
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785463663991-440-ea2ea5fc.edn	7146	88778d02b943f93dbf5dc1d53a8a2bd5d72fa81d4fb8a52a85f3d484f26de0a0
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785464073951-441-1c05a75c.edn	6700	abef9a48b8b97c3dd87440e21f9cf666f4bb06253b62fb7240d16a81e60e7e83
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785464465577-442-69142f39.edn	5778	2c010c44ac189829c6d2db7167453d0e04dba56e1ad46298da3bd4c9fc092b80
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785464687922-443-547dd835.edn	7191	e8d9dc17018cba210996dec74636fbb15e4dc6f09357a70ef49ed1c0d19d22f5
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785464878040-444-a90570f7.edn	5909	5955d97a8340662e91369164e0194483984028a144dcdfe4d518034697d00717
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785465172267-445-440fdc02.edn	7128	35015438809868344a8ed94f5df7a548f455371a404fc29b7c03c01170b69c08
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785465399678-446-4d291d8d.edn	6435	92e71add81962c9e5740c9e4ee3ac637ca5cdc814363fedd9fa3bf77a372ac0d
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785465608922-448-d51857ac.edn	7760	c87a4a0900ae013ce4cdb0aa6708cdef3b73b7a5532f4ec269874e96a3f51591
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785465797993-450-70aab929.edn	5997	c6ce9dbe8ac25fa59df13165b08b884e3c6cf6c05a8e6c51377bf7db25d152b7
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785466155603-451-cdc46268.edn	7244	290e4db42f57dea15ca37ed22a0743234b648f02ab8fe42984d4b669c46e7d8f
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785466192851-452-00601468.edn	6449	788d54b1a45ad11a3aae0d9be7a93ab7491d67f115f76a714c7fe442279e6c5f
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785466628626-454-565f7c03.edn	6647	1ba4846b3032d48dbd303dcaefbacfa59ded2a5d1096d48943b5f72f7e134ce6
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785467054646-455-b8371b8f.edn	6309	34839ea6f418fbf884cfda87683c96de0c9dc68fa3d0997186c96c7e96a5dba6
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785467251012-456-8f559ca2.edn	7327	ec19fc53017a7a6a49a052561ae4957a27c77d219e5bfe8ea33b4a7fe9f6bd82
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785467951316-458-5d59ebbb.edn	6687	72ca0bd8ccae98bbc98988dd395b6e022fa356c82510728c87928736aa39acda
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785468063277-459-e1c0bf0f.edn	6071	550547972f7cec28723eb76914f7b527fbac6a6e8f034ab6d13949a9d394b38e
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785468249753-460-8e64039c.edn	7294	35bd450698f4f25e9009f08edecefd5163df5d7a01b2e74d727ec4de18c3b248
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785468518124-461-33b542ab.edn	6906	0f80e6d5a2607baf47a310ad82e9bb94e872076ee9c89382967e56ec218a8cb6
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785468746313-462-5b96c0e2.edn	5551	f6282cf81d45e8da81964fd6ce3a68a4d4c4df78b81611e071190d4a0c7a8f6b
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785468999028-463-2354633d.edn	6801	b11888ae75527603c92fc102cf0b4036f973b0fb9abfaac9ea9e1053f017243f
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785469190846-464-39b04a8f.edn	6493	37f31428dfe085d35a8694e77167d2c1f023080def3a2a750f30862ecf2e5599
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785469395748-465-6aecc20a.edn	6701	435406ce72574b6293cf57156f8fe4c09469f36064291ec2bab21ae818fe7cf0
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785469706584-466-fa740d18.edn	6445	42a05083da1f6e4a2299b640c69dd18bf38b6776bb8de1ae6a46a983c37542e7
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785469907154-467-a2928a5f.edn	6410	f8e89314ab1df839a9e4b57b534c43516de0aa6f5be519c3f8bdf37867efdedf
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785470457961-468-ad547147.edn	6828	e81698d5e13257b99a96c6b7f0d82707c10c4c57f64b0708b4f2dfbca6cd2594
